Campaign,Ad Set,Ad Name,Format,Theme,Primary Text Hook,Headline,CTA Button,Landing URL
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_Interest,RG_TH_Quiz_TH_AD01_Pain,Single Video 9:16 + Square 1:1 (Dynamic),Pain,Mùa hè này con bạn sẽ làm gì? Ở nhà với điện thoại?,Hè Vàng — Đừng để lãng phí,Đăng ký ngay,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_LAL,RG_TH_Quiz_TH_AD01_Pain,Single Video 9:16 + Square 1:1 (Dynamic),Pain,Mùa hè này con bạn sẽ làm gì? Ở nhà với điện thoại?,Hè Vàng — Đừng để lãng phí,Đăng ký ngay,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
RG_TH_Quiz_LionCamp_2026,RG_TH_Quiz_RMK,RG_TH_Quiz_TH_AD01_Pain,Single Video 9:16 + Square 1:1 (Dynamic),Pain,Mùa hè này con bạn sẽ làm gì? Ở nhà với điện thoại?,Hè Vàng — Đừng để lãng phí,Đăng ký ngay,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=RG_TH_Quiz_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_Broad,GV_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_Interest,GV_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_LAL,GV_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_RMK,GV_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_Broad,BT_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_Interest,BT_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_LAL,BT_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_RMK,BT_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_Broad,CL_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_Interest,CL_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_LAL,CL_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_RMK,CL_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_Broad,RG_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_Interest,RG_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_LAL,RG_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_RMK,RG_TH_VSL_TH_AD02_Outcome,Single Video 9:16 + Square 1:1 (Dynamic),Outcome,4 tuần — con tự tin giao tiếp tiếng Anh cơ bản,Trại hè Lion Camp Tiểu học,Tìm hiểu thêm,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_Broad,GV_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_Interest,GV_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_LAL,GV_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
GV_TH_VSL_LionCamp_2026,GV_TH_VSL_RMK,GV_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=GV_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_Broad,BT_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_Interest,BT_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_LAL,BT_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
BT_TH_VSL_LionCamp_2026,BT_TH_VSL_RMK,BT_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=BT_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_Broad,CL_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_Interest,CL_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_LAL,CL_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
CL_TH_VSL_LionCamp_2026,CL_TH_VSL_RMK,CL_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=CL_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_Broad,RG_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_Interest,RG_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_LAL,RG_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
RG_TH_VSL_LionCamp_2026,RG_TH_VSL_RMK,RG_TH_VSL_TH_AD03_Social,Single Video 9:16 + Square 1:1 (Dynamic),Social,"“Sau trại hè, con tự tin hơn hẳn” — PH Gò Vấp",1.200+ phụ huynh đã chọn Lion,Xem testimonial,https://truongvietanh.com/lioncamp/vsl?utm_source=fb&utm_campaign=RG_TH_VSL_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_Broad,GV_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_Interest,GV_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_LAL,GV_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
GV_TH_Sales_LionCamp_2026,GV_TH_Sales_RMK,GV_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=GV_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_Broad,BT_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_Interest,BT_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_LAL,BT_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
BT_TH_Sales_LionCamp_2026,BT_TH_Sales_RMK,BT_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=BT_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_Broad,CL_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_Interest,CL_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_LAL,CL_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
CL_TH_Sales_LionCamp_2026,CL_TH_Sales_RMK,CL_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=CL_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_Broad,RG_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_Interest,RG_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_LAL,RG_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
RG_TH_Sales_LionCamp_2026,RG_TH_Sales_RMK,RG_TH_Sales_TH_AD04_Urgency,Single Video 9:16 + Square 1:1 (Dynamic),Urgency,Còn 18 suất Tiểu học Gò Vấp — Khai giảng 15/06,Hết sớm hơn dự kiến!,Giữ chỗ ngay,https://truongvietanh.com/lioncamp/sales?utm_source=fb&utm_campaign=RG_TH_Sales_LionCamp_2026
GV_TH_Quiz_LionCamp_2026,GV_TH_Quiz_Broad,GV_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=GV_TH_Quiz_LionCamp_2026
GV_TH_Quiz_LionCamp_2026,GV_TH_Quiz_Interest,GV_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=GV_TH_Quiz_LionCamp_2026
GV_TH_Quiz_LionCamp_2026,GV_TH_Quiz_LAL,GV_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=GV_TH_Quiz_LionCamp_2026
GV_TH_Quiz_LionCamp_2026,GV_TH_Quiz_RMK,GV_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=GV_TH_Quiz_LionCamp_2026
BT_TH_Quiz_LionCamp_2026,BT_TH_Quiz_Broad,BT_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=BT_TH_Quiz_LionCamp_2026
BT_TH_Quiz_LionCamp_2026,BT_TH_Quiz_Interest,BT_TH_Quiz_TH_AD05_Activity,Single Video 9:16 + Square 1:1 (Dynamic),Activity,Học qua dự án + thể thao + kỹ năng sống,Lịch trại hè 2026,Xem chi tiết,https://truongvietanh.com/lioncamp/quiz?utm_source=fb&utm_campaign=BT_TH_Quiz_LionCamp_2026
